"","num_var","ngo_name","ngo_address","reg_no","reg_date","renewed_on","valid_until","district","county","remarks","type_ngo"
"587",587,"Christian Mission Hospital ","PO Box-25, Rajshah Phone: 0721-776180","96 ","22-Apr-81 ","22-Apr-15 ","22-Apr-20 ","Rajshahi ","Bangladesh "," ","local"
"588",588,"Christian Service Society  ","82, Rupsa Stand Road, New Bazar, Khulna. Phone: 720776","10  ","22-Apr-81  ","15-May-15  ","15-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"589",589,"Churches of God Mission  ","Mission House, Gohail Road, Sutrapur, Bogra-5800 Phone : 051-66521","6  ","22-Apr-81  ","15-May-15  ","15-May-20  ","Bogra  ","USA  ","  ","local"
"590",590,"Citizens Program for Human Development ","House-20, Road-04, Block-F, Banani, Dhaka-1212, Tel: 02- 8826477","3115  ","21-Nov-17  ","  ","21-Nov-27  ","Dhaka  ","Bangladesh  ","  ","local"
"591",591,"Civic Bangladesh   ","Kalpana Suader, A-2, 13/10 Babur Road, Block-B, Mohammadpur, Dhaka. Phone: 8159740","2677   ","23-Feb-12   ","   ","23-Feb-17   ","Dhaka   ","Bangladesh   ","   ","local"
"592",592,"Bangladesh Institute of Governance and Management (BIGM)","63, New Eskaton Road, Dhaka.  ","2125  ","21-Aug-06  ","21-Aug-11  ","21-Aug-16  ","Dhaka  ","Bangladesh  ","  ","local"
"593",593,"Coalition for the Urban Poor (CUP)   ","16/19/B/B, Babar Road, Mohammadpur, Dhaka-1207 Phone: 9132887, 8115718 Fax: 9132887 www.cupbd.org","1502    ","18-Apr-00    ","18-Apr-11    ","18-Apr-16    ","Dhaka    ","Bangladesh    ","    ","local"
"594",594,"Coastal Area Resource Development and Management Association (CARDMA)","159, Gulshan Avenue, Dhaka Phone: 9888694, Fax: 8822676  ","906   ","23-Feb-95   ","23-Feb-10   ","23-Feb-15   ","Dhaka   ","Bangladesh   ","   ","local"
"595",595,"Coastal Association for Social Transformation (Coast Trust)  ","Metro Melody, House-13 (1st Fl.), Road-2, Shyamoli, Dhaka- 1207 Phone: 8125181, Fax: 9129395 www.coastbd.org","1242    ","24-Feb-98    ","24-Feb-18    ","24-Feb-28    ","Dhaka    ","Bangladesh    ","    ","local"
"596",596,"Coastal Development Partnership ","55/2, Islampur Road, Khulna Phone : 732865 www.cdpbd.org","1749  ","21-Oct-02  ","  ","21-Oct-07  ","Khulna  ","Bangladesh  ","  ","local"
"597",597,"College of Christian Theology Bangladesh ","P.O: BPATC, Savar, Dhaka- 1343 Phone: 7745824","63  ","27-Aug-80  ","15-May-15  ","15-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"598",598,"Come To the Work   ","Vill: Manmathapur, PO: Chaklabazar, UZ: Parbatipur, PO: 5250, Dist: Dinajpur. Phone: 01712-041915","238   ","5-Oct-87   ","5-Oct-17   ","5-Oct-27   ","Dinajpur   ","Bangladesh   ","   ","local"
"599",599,"Comilla Proshika Centre for Development  ","House # 66 (1st Floor), Road # 8A (New), Dhanmondi R/A., Dhaka. Phone : 81123531","152   ","4-Sep-83   ","15-May-95   ","15-May-00   ","Dhaka   ","Bangladesh   ","   ","local"
"600",600,"Commitment for Advanced Learning Society (CALS)  ","Colonel Rahman Road, Arafpur, Post: Jhenidaha, Dist.: Jhenidaha Phone: 0451-61192","2261   ","12-Aug-07   ","12-Aug-12   ","12-Aug-17   ","Jhenaidah   ","Bangladesh   ","   ","local"
"601",601,"Community Advancement Forum (CAF)  ","Ujanipara, PO Box: 05, Montu Babu Building (3rd floor), Bandarban-4600, Bandarban, Phone: 0361-63229","2022   ","29-Mar-05   ","29-Mar-10   ","29-Mar-15   ","Bandarban   ","Bangladesh   ","   ","local"
"602",602,"Community Assistance for Rural Development (CARD)","House-30/C, Road-27 (Old), 16 (New), Dhanmondi, Dhaka. Phone: 8151813","2704  ","28-May-12  ","20-01-20  ","27-May-27  ","Dhaka  ","Bangladesh  ","  ","local"
"603",603,"Community Development Advancement ","House-199, Nirala Bhaban, Shabujbagh, Dist: Patuakhali Phone: 044164141","2960  ","23-Aug-15  ","  ","23-Aug-20  ","Patuakhali  ","Bangladesh  ","  ","local"
"604",604,"Community Development and Health Care Centre (CDHC)","306/2, Godown Road, Galachipa, Patuakhali Phone: 04424-56502","2293  ","28-Nov-07  ","28-Nov-17  ","28-Nov-27  ","Patuakhali  ","Bangladesh  ","  ","local"
"605",605,"Community Development Association","Barhatta Road, Netrakona Phone: 01925-313403","234 ","30-Aug-87 ","30-Aug-12 ","30-Aug-17 ","Netrakona ","Bangladesh "," ","local"
"606",606,"Community Development Association  ","House-51, Block-01, Upashahar, Dinajpur-5200 Phone: 0531-64428, Fax: 0531- 65605","283   ","16-Jan-89   ","16-Jan-14   ","16-Jan-19   ","Dinajpur   ","Bangladesh   ","   ","local"
"607",607,"Community Development Centre   ","House-47/H, Road-01, Ispahani Park, South Khulshi, Chittagong. Phone: 031-610607, 612972 Fax: 031-2853824 www.codecbd.org","263    ","9-Apr-88    ","8-Apr-18    ","8-Apr-28    ","Chittagong    ","Bangladesh    ","    ","local"
"608",608,"Community Development Centre of Bangladesh (CDCB)","Matrisadan Road, Pirojpur  ","1778  ","23-Dec-02  ","  ","23-Dec-07  ","Pirojpur  ","Bangladesh  ","  ","local"
"609",609,"Community Development Foundation ","152/1 paban House, Bazar Road, Santinagar, Dhaka-1217. Phone: 9350452","1291  ","3-Sep-98  ","3-Sep-13  ","3-Sep-23  ","Dhaka  ","Bangladesh  ","  ","local"
"610",610,"Community Development Library (CDL)   ","House-67/A, Road-9/A, Dhanmondi, Dhaka. Phone: 8113769, 8110495 Fax: 8110254 www.cdlbd-bd.org","126    ","20-Oct-82    ","15-May-15    ","15-May-20    ","Dhaka    ","Bangladesh    ","    ","local"
"611",611,"Community Development Partnership ","15, Mymensing Road, Banglamotor, Dhaka Phone : 9664032","1717  ","2-Jun-02  ","  ","2-Jun-07  ","Dhaka  ","Bangladesh  ","  ","local"
"612",612,"Community Development Programme (CDP)","Shadullahpur (West Para), Gaibandha","1050 ","11-Jul-96 ","10-Jul-16 ","10-Jul-26 ","Gaibandha ","Bangladesh "," ","local"
"613",613,"Community Development Society (CDS)  ","Vill: Shimulia, Post: Shimulia, Gopinathpur, Jhikorgacha, Dist.: Jessore. Phone: 01711-988091","2333   ","17-Apr-08   ","17-Apr-18   ","17-Apr-28   ","Jessore   ","Bangladesh   ","   ","local"
"614",614,"Community Health Care Project   ","Plot # 1, Road-4, Section- 2, Block-B, Mirpur Housing Estate, Dhaka. Phone : 8015101-2, Fax: 9009811","25    ","22-Apr-81    ","15-May-05    ","15-May-10    ","Dhaka    ","Bangladesh    ","    ","local"
"615",615,"Community Health Development Society ","260/1, West Shaorapara, Mirpur, Dhaka Phone : 01819-218378","1457  ","12-Dec-99  ","12-Dec-14  ","12-Dec-24  ","Dhaka  ","Bangladesh  ","  ","local"
"616",616,"Community Initiative Society (CIS)","190/1, Baro Moghbazar, Wireless Railgate, Dhaka-1217","3117 ","22-Nov-17 "," ","22-Nov-27 ","Dhaka ","Bangladesh "," ","local"
"617",617,"Community Life (CL)]  ","House-82, Road-18, Sector-11, (3rd Floor), Uttara, Dhaka-1230 Phone: 01731-153486","898  ","7-Feb-95  ","2-Jul-15  ","2-Jul-20  ","Dhaka  ","Bangladesh  ","  ","local"
"618",618,"Community Management Centre (CMC) ","Village: Nuniagari, Professor Para, Polashbari, Dist: Gaibandha. Mobile: 01712315591","3157  ","15-Jul-18  ","  ","15-Jul-28  ","Gaibandha  ","Bangladesh  ","  ","local"
"619",619,"Community Organization for Livelihood Improvement (COLI)","Vill-+Post+Upazilla- Isshargonj, Dist.- Mymensingh. Phone: 8057435","1967  ","4-Oct-04  ","4-Oct-09  ","4-Oct-14  ","Mymensingh  ","Bangladesh  ","  ","local"
"620",620,"Community Participation and Development  ","1/F, North Adabor, Ring Road, Shymali, Dhaka-1207 Phone: 9132862 www.cpdbd.com","1016   ","7-Mar-96   ","7-Mar-16   ","7-Mar-21   ","Dhaka   ","Bangladesh   ","   ","local"
"621",621,"Community Participation for Health and Development (CPHD)","65/D, Jhigatola (3rd Floor), Dhaka-1209. Phone: 9631007","2048  ","21-Dec-05  ","21-Dec-10  ","21-Dec-15  ","Dhaka  ","Bangladesh  ","  ","local"
"622",622,"Community Reconstruction Centre","Morrelganj, Bagerhat Phone: 041-732450","336 ","9-Jan-90 ","9-Jan-15 ","9-Jan-20 ","Bagerhat ","Bangladesh "," ","local"
"623",623,"Community Recovery International Bangladesh ","House-104, Road-19, Sector- 11, Uttara, Dhaka Phone: 01772-125589","2885  ","21-Aug-14  ","  ","21-Aug-19  ","Dhaka  ","USA  ","  ","local"
"624",624,"Community Service Centre (CSC)  ","Ladies Club Building, Bels Pachi, Raza Shahar Road, Barisal. Phone : 3167","536   ","24-Sep-91   ","24-Sep-01   ","24-Sep-06   ","Barisal   ","Bangladesh   ","   ","local"
"625",625,"Community Welfare Foundation  ","House-164, Road-11, Sonadanga R/A, Dhaka Phone: 01839-996732 ","306   ","12-Jul-89   ","12-Jul-14   ","12-Jul-19   ","Khulna   ","Bangladesh   ","Cancelled on 18/04/2010, Revived on 18/10/2015","local"
"626",626,"Compassion International Bangladesh  ","House-53, Road-10, Block-E, Banani, Dhaka. Phone: 9860077, Fax: 9888597 www.compassion.com","2378   ","21-Jul-08   ","21-Jul-18   ","21-Jul-28   ","Dhaka   ","USA   ","   ","local"
"627",627,"COPEMATE ","House-1079, Road-6A, Avenue- 8, DOHS Mirpur, Dhaka-1216","2688 ","8-Apr-12 ","8-Apr-17 ","8-Apr-27 ","Dhaka ","Bangladesh "," ","local"
"628",628,"Comptech Bangladesh    ","KD Ghosh Road, 106-107 K.C.C. Super Market (1st Floor), K.D. Gosh Road, Khulna. Phone: 01917-939001, 01197- 29595","2184    ","15-Jan-07    ","15-Jan-12    ","15-Jan-17    ","Khulna    ","Bangladesh    ","    ","local"
"629",629,"Comunity Eye Care and Research Centre ","Ashratpur, Rangpur Cadet College, Rangpur Phone : 61337","1801  ","24-Feb-03  ","24-Feb-13  ","24-Feb-18  ","Rangpur  ","Bangladesh  ","  ","local"
"630",630,"CONCERN - Worldwide    ","House-15, SW(D), Road-07, Gulshan-01, Dhaka-1212 Phone: 58811469 Fax: 8817517 www.concern.net","31    ","22-Apr-81    ","15-May-16    ","15-May-21    ","Dhaka    ","Ireland    ","    ","local"
"631",631,"Concern On National Problems ","House-35, Road-10, Sector-04, Uttara Model Town, Dhaka. Phone: 8952777, 8952777","1186  ","7-Sep-97  ","7-Sep-12  ","7-Sep-17  ","Dhaka  ","Bangladesh  ","  ","local"
"632",632,"Concern Services for Disabled (CSD)   ","Gaptapara, P.O.: Nandirhat, Ward No.-01, Chittagong City Corporation, Hathazari, Chittagong. Phone: 031-2580588","2472    ","4-Aug-09    ","4-Aug-14    ","4-Aug-19    ","Chittagong    ","Bangladesh    ","    ","local"
"633",633,"Concern with Environmental Development and Research (CEDER)","768, Satmasjid Road, Dhanmondi, Dhaka Phone : 9121504, 9145667 ","1132   ","1-Feb-97   ","1-Feb-12   ","1-Feb-17   ","Dhaka   ","Bangladesh   ","   ","local"
"634",634,"Concerned Women for Family Development.   ","House-16 & 18, Road-01, Block- E, Bonosree, Rampura, Dhaka- 1219 Phone: 7287046, Fax: 7287019 www.cwfd.org","72    ","22-Apr-81    ","15-May-15    ","15-May-20    ","Dhaka    ","Bangladesh    ","    ","local"
"635",635,"Confidential Approach to Aids Prevention  ","House-9, Road-1/B, Banani, Dhaka-1213 Phone: 9884266, Fax: 9881119 www.caap-bd.org","1061   ","24-Aug-96   ","24-Aug-16   ","24-Aug-21   ","Dhaka   ","Bangladesh   ","   ","local"
"636",636,"Conservation of Environment & Empowerment of the Poor (SEEP)","327/1 Noyatola Maghbazar, Dhaka. Phone: 01711-707421 ","2610   ","9-Nov-10   ","   ","9-Nov-15   ","Dhaka   ","Bangladesh   ","   ","local"
"637",637,"Consumers Association of Bangladesh  ","House-8/6, Segunbagicha, Dhaka. Phone : 9562858, Fax: 9577452 www.consumerbd.org","197   ","2-Mar-86   ","2-Mar-16   ","2-Mar-21   ","Dhaka   ","Bangladesh   ","   ","local"
"638",638,"Coop Benedict Memorial Society (CBMS)  ","Vill: Vennabari, Post: Uttar Vennabari, Upazilla+Dist.: Gopalgonj Phone: 01712-909974","2244   ","13-Jun-07   ","13-Jun-17   ","13-Jun-27   ","Gopalganj   ","Bangladesh   ","   ","local"
"639",639,"Co-operation for Small Organisations (CSO) ","Pump Nibash, Modern Para, Jhenaidah Phone : 23228","1139  ","25-Feb-97  ","25-Feb-07  ","25-Feb-12  ","Jhenaidah  ","Bangladesh  ","  ","local"
"640",640,"Co-operation in Development of Bangladesh ","Ward-06, Post: Char Fassion, Dist: Bhola-8340 Phone: 01715050340 www.fredhyde.org","99   ","7-Jun-91   ","7-Jul-16   ","7-Jul-21   ","Bhola   ","Australia   ","   ","local"
"641",641,"Co-operative Credit Union League of Bangladesh, The","Calbe Bhaban, School Road, Khilbarir Tek, Gulshan, Dhaka.","247 ","28-Dec-87 ","28-Dec-04 ","28-Dec-09 ","Dhaka ","Bangladesh "," ","local"
"642",642,"Counterpart International Inc. ","House-14(3rd Fl.), Road-32, Gulshan-1, Dhaka. Phone: 9851021, Fax: 9851042","2811  ","25-Aug-13  ","25-Aug-18  ","25-Aug-28  ","Dhaka  ","USA  ","  ","local"
"643",643,"Country Development Organization  ","Vill & PO: Banesher Wardi, House-316, Upazila: Nagarkanda, Faridpur Phone: 01720132466","3017   ","7-Mar-16   ","   ","7-Mar-21   ","Faridpur   ","Bangladesh   ","   ","local"
"644",644,"Country Vision    ","House-40, Level-LV-3, Road- 6/A, Dhanmondi, Dhaka-1209 Phone: 9144036, 8871601, Cell: 01842-666322, Fax: 8125626 www.countryvision.org","1577    ","18-Oct-00    ","18-May-15    ","18-May-25    ","Dhaka    ","Bangladesh    ","    ","local"
"645",645,"Cox's Bazar Baitus Sharaf Hospital ","Baitus Sharaf Complex, Baitus Sharaf Road, Cox's Bazar. Phone : 0341-63911","1234  ","22-Jan-98  ","22-Jan-18  ","22-Jan-28  ","Cox'sBazar  ","Bangladesh  ","  ","local"
"646",646,"Credit & Development Forum (CDF) ","House-5/8, Block-D, Lalmatia, Dhaka-1207. Phone: 8142998, 8143001","859  ","1-Oct-94  ","1-Oct-14  ","1-Oct-19  ","Dhaka  ","Bangladesh  ","  ","local"
"647",647,"Crescent ","Old Sathkhira, Sathkhira. Phone: 0471-63078","2380 ","22-Jul-08 ","22-Jul-18 ","22-Jul-28 ","Sathkhira ","Bangladesh "," ","local"
"648",648,"CRUD (Committee for Rural & Urban Development)","House-51, Chiriakhana Road, Sastonogor, Habiganj Phone: 01711-171405","2770  ","6-Mar-13  ","  ","6-Mar-18  ","Habiganj  ","Bangladesh  ","  ","local"
"649",649,"CSD-Cooperation for Social Development","North Swita, Dist: Manikganj Phone: 01714899728","3001 ","8-Feb-16 "," ","8-Feb-21 ","Manikganj ","Bangladesh ","Name Changed on 07/01/2018","local"
"650",650,"Cultural Movement for Human Development","House-37, Road-14, Rupnagar R/A, Mirpur, Dhaka-1216","2303 ","5-Feb-08 "," ","5-Feb-13 ","Dhaka ","Bangladesh "," ","local"
"651",651,"Dackhin Anchalio Dariddo Bimochan Sangstha","College Branch Road, Barguna. ","2400 ","13-Jan-09 "," ","13-Jan-14 ","Barguna ","Bangladesh "," ","local"
"652",652,"Daff Bangladesh  ","Shibtala, Chapainowabganj. Phone: 01730-110835 www.daff-bangladesh.org","2226  ","25-Apr-07  ","25-Apr-12  ","25-Apr-17  ","Dhaka  ","Bangladesh  ","  ","local"
"653",653,"Dak Diya Jai    ","House-01, Bipas Road, Nasimpur, Pirojpur Sadar, Pirojpur Phone: 0461-62763 www.ddjbd.org","484    ","8-Jun-91    ","28-Jun-16    ","28-Jun-21    ","Pirojpur    ","Bangladesh    ","    ","local"
"654",654,"DAKBHANGA    ","Nur Villa (Gr. Floor), Thana Road, Sipahi Para, Ramu, Cox'sBazar. Phone: 01711-112159, 01819- 928751, 01819-934935","1952    ","31-Aug-04    ","31-Aug-14    ","31-Aug-19    ","Cox'sBazar    ","Belgium    ","    ","local"
"655",655,"Dalit   ","37/1, Kedamatho Road, KUET, Moheswarpasha, Daulatpur, Khulna Phone: 041-775018","1374   ","28-Apr-99   ","28-Apr-14   ","28-Apr-19   ","Khulna   ","Bangladesh   ","   ","local"
"656",656,"Damien Foundation  ","House-24, Road-18, Block-A, Banani Model Town, Dhaka. Phone : 8822189, Fax: 8810989","583  ","1-Nov-92  ","11-Jan-17  ","11-Jan-22  ","Dhaka  ","Belgium  ","  ","local"
"657",657,"Dan Church Aid   ","House-83, Apart-A/3, Road-23, Gulshan, Dhaka. Phone: 8834343 www.danchurch.org","2596   ","14-Sep-10   ","14-Sep-15   ","14-Sep-20   ","Dhaka   ","Denmark   ","   ","local"
"658",658,"Danish Bangladesh Laprosy Mission   ","House-483, Road-32, Mohakhali DOHS (New), Dhaka- 1206 Phone: 9882058 www.leprosymission.org","39    ","27-Aug-81    ","15-May-15    ","15-May-20    ","Dhaka    ","Denmark    ","    ","local"
"659",659,"Danish Refugee Council  ","House-112/2, Road-03, Block-F, 3rd Floor, Banani, Dhaka-1213 Phone: 01715-895509","2804  ","30-Jul-13  ","30-Jul-18  ","30-Jul-28  ","Dhaka  ","Denmark  ","  ","local"
"660",660,"Daradi  ","Medicare Hospital, Daradi Clinic, G.M. Road, Fultala, Chowrasta, Kustia.","1847  ","28-Jun-03  ","  ","28-Jun-08  ","Kustia  ","Bangladesh  ","  ","local"
"661",661,"Darial Union Jono Kalyan Sangstha (DUJKS)  ","Vill. Kamarkhali, Post. Uttampur, Thana Bakergonj, Dist. Barisal. Phone: 01715-596451","1052   ","3-Aug-96   ","3-Aug-18   ","3-Aug-28   ","Barisal   ","Bangladesh   ","   ","local"
"662",662,"Daridra Bimochan shahyak Karmoshuchi  ","Sultan Mension, 3 Sujanagar, Pallabi, Mirpur-2, Dhaka Phone: 807380, 9000572 Fax: 9004571","1777   ","22-Dec-02   ","22-Dec-07   ","22-Dec-12   ","Dhaka   ","Bangladesh   ","   ","local"
"663",663,"Daridra Bimochon Sagstha  ","Fulbagan Road, Mukharjee Para, Meherpur. Phone: 01791-62629","2674  ","9-Feb-12  ","9-Feb-17  ","9-Feb-22  ","Meherpur  ","Bangladesh  ","  ","local"
"664",664,"Daridra Durikoron Sangstha (DADUS) ","43/1, Indera Road, Tejgaon, Dhaka. Mobile:01711595778","3116  ","21-Nov-17  ","  ","21-Nov-27  ","Dhaka  ","Bangladesh  ","  ","local"
"665",665,"Daridra Manabik Unnayan Sangstha","Nabagram Road, Barisal Phone: 01727-247127","2881 ","19-Aug-14 "," ","19-Aug-19 ","Barisal ","Bangladesh "," ","local"
"666",666,"Daridra Mochan Prochasta  ","Chara Shipur, PO: Eshan Gopalpur, Dist: Faridpur. Phone: 01752-519155","2779  ","8-Apr-13  ","8-Apr-18  ","8-Apr-28  ","Faridpur  ","Bangladesh  ","  ","local"
"667",667,"Daridra Nibaron Kendra  ","Vill: Jhikira, PO: Ullapara, UZ: Ullapara, Dist: Sirajganj. Phone: 07529-56170","1511  ","19-Apr-00  ","19-Apr-10  ","19-Apr-15  ","Sirajganj  ","Bangladesh  ","  ","local"
"668",668,"Daridraya Nerosan Prochesta (DNP)","Ambikapur, Faridpur ","530 ","4-Sep-91 ","4-Sep-96 ","4-Sep-01 ","Faridpur ","Bangladesh "," ","local"
"669",669,"Darpan Jana Kallyan Samity   ","23/2, Sher-E-Bangla Road, Zigatola, Hazaribagh, Dhaka- 1209  Phone: 01716-355682","1418    ","31-Aug-99    ","31-Aug-14    ","31-Aug-19    ","Dhaka    ","Bangladesh    ","Cancelled on 13/04/2010, Revived on 1/1/2013 ","local"
"670",670,"Darul Ihsan Trust ","House # 21, Road # 9A, Dhanmondi R.A., Dhaka","490 ","20-Jun-91 "," ","20-Jun-96 ","Dhaka ","Bangladesh "," ","local"
"671",671,"Darul Kidmah Wal Falah Bangladesh ","376/3, South Paikpara, Al-amin Road, Mirpur, Dhaka Phone :9012569","1522  ","11-May-00  ","21-May-15  ","21-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"672",672,"Dascoh Foundation  ","Lutheran Mission Complex, Dingadoba, Rajshahi. Phone: 0721-771354","934  ","17-May-95  ","17-May-15  ","17-May-20  ","Dhaka  ","Bangladesh  ","  ","local"
"673",673,"Dayemi Complex Bangladesh  ","42/2, Azimpur Choto Daira Sharif, Dhaka-1205 Phone: 01771-575262 ","396   ","22-Oct-90   ","22-Oct-15   ","22-Oct-20   ","Dhaka   ","Bangladesh   ","Cancelled on 13/04/2010, Revived on 18/10/2015","local"
"674",674,"Dayemi Foundation  ","42/2, Azimpur Road, Chotto Dayera Sharif, Dhaka Phone: 9663086","3014  ","29-Feb-16  ","  ","28-Feb-21  ","Dhaka  ","Bangladesh  ","  ","local"
"675",675,"Debi Chowdhurani Palli Unnayan Kendra ","Post. Chowdhurany, UZ: Pirgacha, Dist. Rangpur Phone: 01714-966608","1062  ","24-Aug-96  ","24-Aug-16  ","24-Aug-21  ","Rangpur  ","Bangladesh  ","  ","local"
"676",676,"Debidwar Faizunnesa Foundation ","Vill: Bakser, PO: Unjuti, PS: Debidwar, Dist: Comilla. Phne: 01819-130146","2918  ","2-Feb-15  ","  ","2-Feb-20  ","Comilla  ","Bangladesh  ","  ","local"
"677",677,"Deep Eye Care Foundation ","Dorsona, Akkelpur, Rangpur. Phone: 0521-61337","2423 ","30-Mar-09 ","30-Mar-14 ","30-Mar-19 ","Rangpur ","Bangladesh "," ","local"
"678",678,"Deep Swastho Shikkha Kalyan Foundation","Jowdanga, Satkhira. Phone: 01712-099801","2299 ","2-Jan-08 ","2-Jan-13 ","2-Jan-18 ","Sathkhira ","Bangladesh "," ","local"
"679",679,"Deepte Bhuban  ","19/B/4D, Ring Road (4th Floor), Mohammadpur, Dhaka-1207 Phone: 01712-114861","1105  ","30-Nov-96  ","30-Nov-16  ","30-Nov-21  ","Dinajpur  ","Bangladesh  ","  ","local"
"680",680,"Dehergati Matri Mangal Samaj Seba Samity","73, Barobagh, Mirpur-2, Dhaka Phone : 8124375","1808 ","22-Mar-03 ","22-Mar-08 ","22-Mar-13 ","Dhaka ","Bangladesh "," ","local"
"681",681,"Democracy Watch    ","15 Eskaton Garden Road, Ramna, Dhaka-100 Phone: 9344225, 9344226 Fax: 88029330405 www.dwatch.bd.org","1174    ","24-Jul-97    ","24-Jul-17    ","24-Jul-27    ","Dhaka    ","Bangladesh    ","    ","local"
"682",682,"Desh Bangla Development Association for Women ","College Branch Road, Barguna, Barguna Phone: 01736366036","3064  ","14-Dec-16  ","  ","14-Dec-21  ","Barguna  ","Bangladesh  ","  ","local"
"683",683,"Desh Bangla kallyan Parishad   ","House-437 (2nd Floor), Block- C, Khilgaon Chowrasta, Dhaka- 1219 Phone: 7252303-4, Fax: 7210485","1430    ","22-Sep-99    ","22-Sep-14    ","22-Sep-19    ","Dhaka    ","Bangladesh    ","    ","local"
